[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	6/26/2024 6:33:59 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.cal	1.00		6/14/2024 1:56:31 PM	1	1	NPOC	1.179	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.cal	1.00		6/14/2024 1:59:34 PM	1	2	NPOC	1.440	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.cal	1.00		6/14/2024 2:02:25 PM	1	3	NPOC	1.313	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.cal	1.00		6/14/2024 2:04:45 PM	1	4	NPOC	1.006	0.000	NPOC:0.000mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 1:56:31 PM	1	1	TN	0.7311	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 1:59:34 PM	1	2	TN	0.8530	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 2:02:25 PM	1	3	TN	0.8353	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:37:32 PM	1	1	NPOC	0.4128	0.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:39:39 PM	1	2	NPOC	0.3504	0.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:41:57 PM	1	3	NPOC	0.6701	0.000	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:44:16 PM	1	4	NPOC	0.5479	0.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:54:16 PM	2	1	NPOC	1.613	0.2500	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:57:01 PM	2	2	NPOC	1.926	0.2500	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 2:59:53 PM	2	3	NPOC	1.876	0.2500	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:02:40 PM	2	4	NPOC	1.356	0.2500	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:12:43 PM	3	1	NPOC	2.708	0.5000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:15:35 PM	3	2	NPOC	2.892	0.5000	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:18:31 PM	3	3	NPOC	2.649	0.5000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:21:16 PM	3	4	NPOC	2.808	0.5000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:31:01 PM	4	1	NPOC	5.739	1.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:33:51 PM	4	2	NPOC	5.326	1.000	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:36:49 PM	4	3	NPOC	5.532	1.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:39:41 PM	4	4	NPOC	5.542	1.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:49:57 PM	5	1	NPOC	8.186	2.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:53:13 PM	5	2	NPOC	8.350	2.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 3:56:16 PM	5	3	NPOC	8.217	2.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:07:04 PM	6	1	NPOC	21.37	5.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:10:32 PM	6	2	NPOC	21.08	5.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:13:46 PM	6	3	NPOC	20.80	5.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:24:41 PM	7	1	NPOC	30.06	7.000	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:27:57 PM	7	2	NPOC	28.63	7.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:31:21 PM	7	3	NPOC	29.37	7.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:34:40 PM	7	4	NPOC	29.28	7.000	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:45:16 PM	8	1	NPOC	41.77	10.00	 	1	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:48:57 PM	8	2	NPOC	40.55	10.00	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:52:16 PM	8	3	NPOC	39.71	10.00	 	0	50	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal		1.00		6/14/2024 4:55:42 PM	8	4	NPOC	39.80	10.00	 	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 5:05:27 PM	1	1	NPOC	2.246	0.3480	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 5:08:29 PM	1	2	NPOC	2.304	0.3627	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 5:11:27 PM	1	3	NPOC	1.781	0.2307	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 5:14:24 PM	1	4	NPOC	1.608	0.1871	NPOC:0.3138mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 5:05:27 PM	1	1	TN	1.685	0.000	NPOC:0.3138mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 5:08:29 PM	1	2	TN	1.246	0.000	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 5:11:27 PM	1	3	TN	1.182	0.000	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.cal	1.00		6/14/2024 5:14:24 PM	1	4	TN	1.194	0.000	NPOC:0.3138mg/L TN:0.000mg/L	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:20:46 PM	1	1	TN	1.278	0.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:23:44 PM	1	2	TN	1.305	0.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:26:34 PM	1	3	TN	1.298	0.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:36:02 PM	2	1	TN	2.450	0.2500	 	1	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:39:26 PM	2	2	TN	1.943	0.2500	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:42:55 PM	2	3	TN	1.967	0.2500	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:46:22 PM	2	4	TN	1.933	0.2500	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:55:51 PM	3	1	TN	4.499	0.5000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 5:59:44 PM	3	2	TN	4.834	0.5000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:03:25 PM	3	3	TN	4.758	0.5000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:07:00 PM	3	4	TN	4.141	0.5000	 	1	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:14:13 PM	4	1	TN	8.475	1.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:18:06 PM	4	2	TN	8.578	1.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:21:57 PM	4	3	TN	8.782	1.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:31:46 PM	5	1	TN	15.67	2.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:35:42 PM	5	2	TN	15.73	2.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:39:41 PM	5	3	TN	15.86	2.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:50:06 PM	6	1	TN	43.06	5.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:54:23 PM	6	2	TN	43.23	5.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 6:58:52 PM	6	3	TN	43.38	5.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:09:21 PM	7	1	TN	62.28	7.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:13:45 PM	7	2	TN	62.34	7.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:18:14 PM	7	3	TN	63.06	7.000	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:26:21 PM	8	1	TN	91.36	10.00	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:30:58 PM	8	2	TN	91.97	10.00	 	0	50	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal		1.00		6/14/2024 7:35:26 PM	8	3	TN	91.49	10.00	 	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 7:45:58 PM	1	1	NPOC	1.534	0.1684	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 7:49:19 PM	1	2	NPOC	1.931	0.2686	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 7:52:25 PM	1	3	NPOC	1.971	0.2787	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 7:55:45 PM	1	4	NPOC	2.380	0.3818	NPOC:0.2385mg/L TN:0.2038mg/L	1	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 7:45:58 PM	1	1	TN	3.448	0.3805	NPOC:0.2385mg/L TN:0.2038mg/L	1	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 7:49:19 PM	1	2	TN	2.049	0.2261	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 7:52:25 PM	1	3	TN	1.571	0.1734	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 7:55:45 PM	1	4	TN	1.921	0.2120	NPOC:0.2385mg/L TN:0.2038mg/L	0	50	
