[Header]	
System	9 mL TOC-L with TNM	
S/W Version	1.00	
User		
Date/Time	6/26/2024 6:25:41 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 1:39:32 PM	1	2	NPOC	4.646	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 1:42:57 PM	1	3	NPOC	8.908	0.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 1:46:09 PM	1	4	NPOC	1.823	0.000	 	4	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 1:48:20 PM	1	5	NPOC	0.07240	0.000	 	4	1	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:00:14 PM	2	1	NPOC	1.251	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:03:42 PM	2	2	NPOC	1.697	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:07:07 PM	2	3	NPOC	1.692	0.2500	 	5	0	50	4.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:09:15 PM	2	4	NPOC	0.1602	0.2500	 	5	1	50	4.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:12:35 PM	2	5	NPOC	1.112	0.2500	 	5	1	50	4.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:24:43 PM	3	1	NPOC	2.258	0.5000	 	6	1	50	2.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:28:21 PM	3	2	NPOC	2.551	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:31:48 PM	3	3	NPOC	2.316	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:35:15 PM	3	4	NPOC	2.563	0.5000	 	6	0	50	2.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:40:23 PM	3	5	NPOC	5.104	0.5000	 	6	1	50	2.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:51:36 PM	4	1	NPOC	4.221	1.000	 	7	1	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:55:28 PM	4	2	NPOC	5.388	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 2:59:03 PM	4	3	NPOC	4.454	1.000	 	7	1	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:02:42 PM	4	4	NPOC	5.010	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:06:20 PM	4	5	NPOC	5.289	1.000	 	7	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:19:42 PM	5	1	NPOC	8.225	2.000	 	8	1	50	2.500	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:24:51 PM	5	2	NPOC	13.23	2.000	 	8	1	50	2.500	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:28:42 PM	5	3	NPOC	11.98	2.000	 	8	0	50	2.500	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:32:31 PM	5	4	NPOC	11.15	2.000	 	8	0	50	2.500	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:36:31 PM	5	5	NPOC	11.06	2.000	 	8	0	50	2.500	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:48:31 PM	6	1	NPOC	22.53	5.000	 	9	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:52:32 PM	6	2	NPOC	22.25	5.000	 	9	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 3:56:40 PM	6	3	NPOC	22.72	5.000	 	9	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:09:09 PM	7	1	NPOC	29.07	7.000	 	10	1	50	1.429	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:13:21 PM	7	2	NPOC	31.22	7.000	 	10	0	50	1.429	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:17:28 PM	7	3	NPOC	31.03	7.000	 	10	0	50	1.429	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:21:29 PM	7	4	NPOC	30.27	7.000	 	10	0	50	1.429	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:33:34 PM	8	1	NPOC	44.89	10.00	 	11	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:38:02 PM	8	2	NPOC	44.83	10.00	 	11	0	50	1.000	
Standard	NPOC	STD_0-10ppmNPOC	Untitled	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal		1.00		6/5/2024 4:42:18 PM	8	3	NPOC	44.00	10.00	 	11	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 4:53:18 PM	1	1	NPOC	1.090	-0.1012	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 4:56:07 PM	1	2	NPOC	0.5089	-0.2375	NPOC:-0.1463mg/L TN:0.000mg/L	12	1	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 4:59:40 PM	1	3	NPOC	0.5244	-0.2338	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 5:02:49 PM	1	4	NPOC	1.078	-0.1040	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.cal	1.00		6/5/2024 4:53:18 PM	1	1	TN	0.000	0.000	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.cal	1.00		6/5/2024 4:56:07 PM	1	2	TN	0.000	0.000	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.cal	1.00		6/5/2024 4:59:40 PM	1	3	TN	0.9442	0.000	NPOC:-0.1463mg/L TN:0.000mg/L	12	1	50	1.000	
Unknown	NPOC/TN	Blank 1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.cal	1.00		6/5/2024 5:02:49 PM	1	4	TN	0.000	0.000	NPOC:-0.1463mg/L TN:0.000mg/L	12	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:08:29 PM	1	1	TN	0.000	0.000	 	13	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:13:32 PM	1	2	TN	1.052	0.000	 	13	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:15:37 PM	1	3	TN	0.000	0.000	 	13	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:17:40 PM	1	4	TN	0.000	0.000	 	13	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:25:39 PM	2	1	TN	0.04740	0.1000	 	14	1	50	10.00	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:27:42 PM	2	2	TN	0.3078	0.1000	 	14	0	50	10.00	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:29:45 PM	2	3	TN	0.4526	0.1000	 	14	0	50	10.00	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:31:48 PM	2	4	TN	0.2109	0.1000	 	14	0	50	10.00	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:35:34 PM	2	5	TN	1.682	0.1000	 	14	1	50	10.00	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:43:34 PM	3	1	TN	0.000	0.2000	 	15	1	50	5.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:45:40 PM	3	2	TN	0.8336	0.2000	 	15	0	50	5.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:47:43 PM	3	3	TN	0.7502	0.2000	 	15	0	50	5.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 5:49:46 PM	3	4	TN	0.8625	0.2000	 	15	0	50	5.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:00:38 PM	4	1	TN	4.307	0.5000	 	16	0	50	2.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:02:46 PM	4	2	TN	0.1195	0.5000	 	16	1	50	2.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:04:51 PM	4	3	TN	2.763	0.5000	 	16	0	50	2.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:07:00 PM	4	4	TN	2.951	0.5000	 	16	0	50	2.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:11:07 PM	4	5	TN	7.219	0.5000	 	16	1	50	2.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:16:50 PM	5	1	TN	0.000	1.000	 	17	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:18:57 PM	5	2	TN	5.771	1.000	 	17	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:21:06 PM	5	3	TN	5.535	1.000	 	17	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:23:17 PM	5	4	TN	6.257	1.000	 	17	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:25:20 PM	5	5	TN	6.056	1.000	 	17	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:36:22 PM	6	1	TN	20.21	1.500	 	18	0	50	3.333	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:38:28 PM	6	2	TN	0.1230	1.500	 	18	1	50	3.333	
